Jordán (Santander),File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,Jordán (Santander).svg,downloaded,
Juan de Acosta,File:Flag_of_Juan_de_Acosta_(Atlántico).svg,https://upload.wikimedia.org/wikipedia/commons/2/23/Flag_of_Juan_de_Acosta_%28Atl%C3%A1ntico%29.svg,Juan de Acosta.svg,downloaded,
Junín (Cundinamarca),File:Flag_of_Junín_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Jun%C3%ADn_%28Cundinamarca%29.svg,Junín (Cundinamarca).svg,downloaded,
Juradó,File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,Juradó.svg,downloaded,
La Apartada,File:Flag_of_La_Apartada_(Córdoba).svg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_La_Apartada_%28C%C3%B3rdoba%29.svg,La Apartada.svg,downloaded,
La Argentina (Huila),File:Flag_of_La_Argentina_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/8/87/Flag_of_La_Argentina_%28Huila%29.svg,La Argentina (Huila).svg,downloaded,
La Belleza,File:Flag_of_La_Belleza_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_La_Belleza_%28Santander%29.svg,La Belleza.svg,downloaded,
La Calera (Cundinamarca),File:Flag_of_La_Calera_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_La_Calera_%28Cundinamarca%29.svg,La Calera (Cundinamarca).svg,downloaded,
La Capilla (Boyacá),File:Flag_of_La_Capilla_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Flag_of_La_Capilla_%28Boyac%C3%A1%29.svg,La Capilla (Boyacá).svg,downloaded,
La Ceja,,,,sin_bandera,
La Celia,File:Flag_of_La_Celia_(Risaralda).svg,https://upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_La_Celia_%28Risaralda%29.svg,La Celia.svg,downloaded,
La Cruz (Nariño),File:Flag_of_La_Cruz_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_La_Cruz_%28Nari%C3%B1o%29.svg,La Cruz (Nariño).svg,downloaded,
La Cumbre (Valle del Cauca),File:Flag_of_La_Cumbre_(Valle).svg,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_La_Cumbre_%28Valle%29.svg,La Cumbre (Valle del Cauca).svg,downloaded,
La Dorada (Caldas),File:Flag_of_La_Dorada_Caldas.svg,https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_La_Dorada_Caldas.svg,La Dorada (Caldas).svg,downloaded,
La Esperanza (Norte de Santander),File:Flag_of_La_Esperanza_(Norte_de_Santander).svg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Flag_of_La_Esperanza_%28Norte_de_Santander%29.svg,La Esperanza (Norte de Santander).svg,downloaded,
La Estrella (Antioquia),File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,La Estrella (Antioquia).svg,downloaded,
La Florida (Nariño),File:Flag_of_La_Florida_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_La_Florida_%28Nari%C3%B1o%29.svg,La Florida (Nariño).svg,downloaded,
La Gloria (Cesar),File:Flag_of_La_Gloria_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_La_Gloria_%28Cesar%29.svg,La Gloria (Cesar).svg,downloaded,
La Jagua de Ibirico,File:Flag_of_La_Jagua_de_Ibirico_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/1/10/Flag_of_La_Jagua_de_Ibirico_%28Cesar%29.svg,La Jagua de Ibirico.svg,downloaded,
La Jagua del Pilar,File:Flag_of_La_Jagua_del_Pilar_(La_Guajira).svg,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_La_Jagua_del_Pilar_%28La_Guajira%29.svg,La Jagua del Pilar.svg,downloaded,
La Llanada,File:Flag_of_La_Llanada_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_La_Llanada_%28Nari%C3%B1o%29.svg,La Llanada.svg,downloaded,
La Macarena (Meta),File:Flag_of_La_Macarena_(Meta).svg,https://upload.wikimedia.org/wikipedia/commons/5/58/Flag_of_La_Macarena_%28Meta%29.svg,La Macarena (Meta).svg,downloaded,
La Merced (Caldas),File:Flag_of_La_Merced_Caldas.svg,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_La_Merced_Caldas.svg,La Merced (Caldas).svg,downloaded,
La Mesa (Cundinamarca),File:Flag_of_La_Mesa_(Colombia).svg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Flag_of_La_Mesa_%28Colombia%29.svg,La Mesa (Cundinamarca).svg,downloaded,
La Montañita (Caquetá),File:Flag_of_La_Montañita_(Caqueta).svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_La_Monta%C3%B1ita_%28Caqueta%29.svg,La Montañita (Caquetá).svg,downloaded,
La Palma (Cundinamarca),File:Flag_of_La_Palma_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_La_Palma_%28Cundinamarca%29.svg,La Palma (Cundinamarca).svg,downloaded,
La Paz (Cesar),File:Flag_of_La_Paz_Robles_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_La_Paz_Robles_%28Cesar%29.svg,La Paz (Cesar).svg,downloaded,
Robles,,,,sin_bandera,
La Paz (Santander),File:Flag_of_La_Paz_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Flag_of_La_Paz_%28Santander%29.svg,La Paz (Santander).svg,downloaded,
La Peña (Cundinamarca),File:Flag_of_La_Peña_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_La_Pe%C3%B1a_%28Cundinamarca%29.svg,La Peña (Cundinamarca).svg,downloaded,
La Pintada (Antioquia),File:Flag_of_La_Pintada_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_La_Pintada_%28Antioquia%29.svg,La Pintada (Antioquia).svg,downloaded,
La Plata (Huila),File:Flag_of_La_Plata_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_La_Plata_%28Huila%29.svg,La Plata (Huila).svg,downloaded,
La Playa de Belén,File:Flag_of_La_Playa_de_Belén_(Norte_de_Santander).svg,https://upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_La_Playa_de_Bel%C3%A9n_%28Norte_de_Santander%29.svg,La Playa de Belén.svg,downloaded,
La Primavera (Vichada),File:Flag_of_La_Primavera_(Vichada).svg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_La_Primavera_%28Vichada%29.svg,La Primavera (Vichada).svg,downloaded,
La Salina,File:Flag_of_La_Salina_(Casanare).svg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_La_Salina_%28Casanare%29.svg,La Salina.svg,downloaded,
La Sierra (Cauca),File:Flag_of_La_Sierra_(Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_La_Sierra_%28Cauca%29.svg,La Sierra (Cauca).svg,downloaded,
La Tebaida,File:Flag_of_La_Tebaida_(Quindío).svg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_La_Tebaida_%28Quind%C3%ADo%29.svg,La Tebaida.svg,downloaded,
La Tola,File:Flag_of_La_Tola_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_La_Tola_%28Nari%C3%B1o%29.svg,La Tola.svg,downloaded,
La Unión (Antioquia),File:Flag_of_La_Unión.svg,https://upload.wikimedia.org/wikipedia/commons/5/5a/Flag_of_La_Uni%C3%B3n.svg,La Unión (Antioquia).svg,downloaded,
La Unión (Nariño),File:Flag_of_La_Unión_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_La_Uni%C3%B3n_%28Nari%C3%B1o%29.svg,La Unión (Nariño).svg,downloaded,
La Unión (Sucre),File:Flag_of_La_Unión_(Sucre).svg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_La_Uni%C3%B3n_%28Sucre%29.svg,La Unión (Sucre).svg,downloaded,
La Unión (Valle del Cauca),File:Flag_of_La_Unión_(Valle_del_Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/9/97/Flag_of_La_Uni%C3%B3n_%28Valle_del_Cauca%29.svg,La Unión (Valle del Cauca).svg,downloaded,
La Uribe,,,,sin_bandera,
La Uvita,File:Flag_of_La_Uvita_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/9/95/Flag_of_La_Uvita_%28Boyac%C3%A1%29.svg,La Uvita.svg,downloaded,
La Vega (Cauca),File:Flag_of_La_Vega_(Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_La_Vega_%28Cauca%29.svg,La Vega (Cauca).svg,downloaded,
La Vega (Cundinamarca),File:Flag_of_la_Vega_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_la_Vega_%28Cundinamarca%29.svg,La Vega (Cundinamarca).svg,downloaded,
La Victoria (Boyacá),File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,La Victoria (Boyacá).svg,downloaded,
La Victoria (Valle del Cauca),File:Flag_of_La_Victoria_(Valle).svg,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_La_Victoria_%28Valle%29.svg,La Victoria (Valle del Cauca).svg,downloaded,
La Virginia,File:Flag_of_La_Virginia_(Risaralda).svg,https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_La_Virginia_%28Risaralda%29.svg,La Virginia.svg,downloaded,
Labateca,File:Flag_of_Labateca_(Norte_de_Santander).svg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Flag_of_Labateca_%28Norte_de_Santander%29.svg,Labateca.svg,downloaded,
Labranzagrande,File:Flag_of_Labranzagrande_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Labranzagrande_%28Boyac%C3%A1%29.svg,Labranzagrande.svg,downloaded,
Landázuri,File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,Landázuri.svg,downloaded,
Lebrija (Santander),,,,sin_bandera,
